,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
4410,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900.0,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
4411,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120.0,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
4412,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4413,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4414,Peugeot 508,6300.0,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
4416,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4417,BMW X4 xDrive20d,32900.0,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
4418,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4419,Volkswagen Passat Variant TDI,1600.0,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
4420,Volkswagen Golf 1.4 Variant Trendline,4000.0,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
4421,BMW X3 xDrive20d Aut. xLine,37500.0,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
4422,Skoda Superb Combi 2.0 TDI DSG Sportline,12450.0,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
4423,Toyota Avensis,17900.0,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
4424,Lamborghini URUS Standard,327250.0,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
4425,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350.0,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
4426,Ford S-Max 2.0 PFi Trend,4490.0,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
4427,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4428,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4429,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4430,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4431,Toyota Land Cruiser,10800.0,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
4432,Audi A4 Allroad quattro 3.0 TDI S tronic,19900.0,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
4433,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999.0,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
4434,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4435,BMW Z4 roadster 2.0i,8900.0,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
4436,Toyota Avensis,17900.0,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
4437,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350.0,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
4438,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120.0,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
4439,Dacia Duster 1.5 dCi 4WD Comfort,8450.0,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
4440,BMW X1 xDrive20d,3890.0,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
4441,Peugeot 508,6300.0,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
4443,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4444,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4445,Fiat Scudo L2 (5-Si.) Panorama Executive,4350.0,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
4446,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4447,Volkswagen Golf 1.4 Variant Trendline,4000.0,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
4448,BMW X3 xDrive20d Aut. xLine,37500.0,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
4449,Audi Q7 3.0 TDI Quattro Tiptronic,46500.0,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
4450,Ford S-Max 2.0 PFi Trend,4490.0,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
4451,Dacia Duster 1.5 dCi 4WD Comfort,8450.0,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
4452,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4453,BMW X1 xDrive20d,3890.0,BMW,X1,2011,250 000 km,Diesel,177 CP,1 995 cm3,,,Manuala,SUV,,,
4454,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4455,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4456,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690.0,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
4457,BMW X4 xDrive20d,32900.0,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
4458,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4459,Volkswagen Passat Variant TDI,1600.0,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
4460,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200.0,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
4461,Audi Q7 3.0 TDI Quattro Tiptronic,46500.0,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
4462,BMW Z4 roadster 2.0i,8900.0,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
4463,Toyota Avensis,17900.0,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
4464,Lamborghini URUS Standard,327250.0,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
4465,Ford Focus,5990.0,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
4466,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900.0,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
4467,BMW Seria 5 520d AT,30000.0,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
4468,Dacia Duster 1.5 dCi 4WD Comfort,8450.0,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
4469,Volkswagen Golf 1.9 TDI Comfortline,4500.0,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
4470,Peugeot 508,6300.0,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
4472,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4473,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690.0,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
4474,Fiat Scudo L2 (5-Si.) Panorama Executive,4350.0,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
4475,BMW X4 xDrive20d,32900.0,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
4476,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4477,Volkswagen Passat Variant TDI,1600.0,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
4478,Audi SQ5 3.0 TFSI quattro tiptronic,22000.0,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
4479,BMW X3 xDrive20d Aut. xLine,37500.0,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
4480,Audi Q7 3.0 TDI Quattro Tiptronic,46500.0,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
4481,Lamborghini URUS Standard,327250.0,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
4482,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350.0,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
4483,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900.0,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
4484,Ford S-Max 2.0 PFi Trend,4490.0,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
4485,BMW Seria 5 520d AT,30000.0,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
4486,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4488,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4489,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4490,Audi A4 Allroad quattro 3.0 TDI S tronic,19900.0,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
4491,Volkswagen Passat Variant TDI,1600.0,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
4492,Ford Transit Custom Kombi 320 2.0 EcoBlue 105 CP L1H1 Trend,8200.0,Ford,Transit Custom,2016,233 062 km,Diesel,105 CP,1 995 cm3,Fata,Euro 5,Manuala,Monovolum,,,
4493,Audi SQ5 3.0 TFSI quattro tiptronic,22000.0,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
4494,Volkswagen Golf 1.4 Variant Trendline,4000.0,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
4495,BMW X3 xDrive20d Aut. xLine,37500.0,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
4496,Skoda Superb Combi 2.0 TDI DSG Sportline,12450.0,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
4497,Lamborghini URUS Standard,327250.0,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
4498,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900.0,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
4499,Dacia Duster 1.5 dCi 4WD Comfort,8450.0,Dacia,Duster,2017,188 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,Franta,Da,
4500,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4501,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4502,Toyota Land Cruiser,10800.0,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
4503,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999.0,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
4504,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4505,Volkswagen Passat Variant TDI,1600.0,Volkswagen,Passat,2001,296 000 km,Diesel,115 CP,1 896 cm3,,,Manuala,Combi,,,
4506,Audi SQ5 3.0 TFSI quattro tiptronic,22000.0,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
4507,Volkswagen Golf 1.4 Variant Trendline,4000.0,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
4508,Audi A3 2.0 TDI Sportback quattro S tronic design,15600.0,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
4509,BMW Z4 roadster 2.0i,8900.0,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
4510,Ford Focus,5990.0,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
4511,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350.0,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
4512,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900.0,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
4513,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120.0,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
4514,Ford S-Max 2.0 PFi Trend,4490.0,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
4515,BMW Seria 5 520d AT,30000.0,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
4516,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4517,Volkswagen Golf 1.9 TDI Comfortline,4500.0,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
4518,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4519,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI,23690.0,Hyundai,IONIQ,2021,48 566 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Compacta,Germania,,
4520,Toyota Land Cruiser,10800.0,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
4521,Audi A4 Allroad quattro 3.0 TDI S tronic,19900.0,Audi,A4 Allroad,2017,203 000 km,Diesel,218 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,,Da,Da
4522,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999.0,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
4523,Volkswagen Golf 1.4 Variant Trendline,4000.0,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
4524,BMW X3 xDrive20d Aut. xLine,37500.0,BMW,X3,2019,67 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
4525,Audi Q7 3.0 TDI Quattro Tiptronic,46500.0,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
4526,Skoda Superb Combi 2.0 TDI DSG Sportline,12450.0,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
4527,Audi A3 2.0 TDI Sportback quattro S tronic design,15600.0,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
4528,BMW Z4 roadster 2.0i,8900.0,BMW,Z4,2007,180 279 km,Benzina,150 CP,1 995 cm3,Spate,,Manuala,Cabrio,,,
4529,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4530,Peugeot 508,6300.0,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
4531,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4532,Toyota Land Cruiser,10800.0,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
4533,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999.0,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
4534,BMW X4 xDrive20d,32900.0,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
4535,Audi A4 2.0 TDI Avant,9800.0,Audi,A4,2012,280 000 km,Diesel,143 CP,1 968 cm3,,,Manuala,Combi,,,
4536,Audi Q7 3.0 TDI Quattro Tiptronic,46500.0,Audi,Q7,2017,136 500 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
4537,Audi A3 2.0 TDI Sportback quattro S tronic design,15600.0,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
4538,Toyota Avensis,17900.0,Toyota,Avensis,2018,30 850 km,Diesel,143 CP,1 995 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
4539,Lamborghini URUS Standard,327250.0,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
4540,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350.0,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
4541,Ford S-Max 2.0 PFi Trend,4490.0,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
4542,BMW Seria 5 520d AT,30000.0,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
4543,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4544,Volkswagen Golf 1.9 TDI Comfortline,4500.0,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
4545,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4546,Peugeot 508,6300.0,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
4548,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
4549,Toyota Land Cruiser,10800.0,Toyota,Land Cruiser,2004,213 500 km,Diesel,163 CP,2 982 cm3,4x4 (automat),Euro 4,Manuala,SUV,Austria,Da,Da
4550,Fiat Scudo L2 (5-Si.) Panorama Executive,4350.0,Fiat,Scudo,2007,286 000 km,Diesel,120 CP,1 997 cm3,Fata,,Manuala,Monovolum,,,
4551,BMW Seria 3 320d Touring Aut. Efficient Dynamics Edition,10999.0,BMW,Seria 3,2013,244 000 km,Diesel,163 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,Da,Da
4552,BMW X4 xDrive20d,32900.0,BMW,X4,2018,80 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
4553,Audi SQ5 3.0 TFSI quattro tiptronic,22000.0,Audi,SQ5,2015,157 000 km,Benzina,354 CP,2 995 cm3,4x4 (manual),,Automata,SUV,,,
4554,Volkswagen Golf 1.4 Variant Trendline,4000.0,Volkswagen,Golf,2005,324 000 km,Benzina,75 CP,1 390 cm3,,,Manuala,Compacta,,,
4555,Skoda Superb Combi 2.0 TDI DSG Sportline,12450.0,Skoda,Superb,2016,188 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6b,Automata,Combi,,Da,Da
4556,Audi A3 2.0 TDI Sportback quattro S tronic design,15600.0,Audi,A3,2015,161 000 km,Diesel,184 CP,1 968 cm3,,,Automata,Compacta,,,
4557,Lamborghini URUS Standard,327250.0,Lamborghini,URUS,2023,10 100 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
4558,Ford Focus,5990.0,Ford,Focus,2012,157 729 km,Benzina,100 CP,999 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
4559,Dacia Logan MCV 1.5 dCi 75 CP Laureate,6350.0,Dacia,Logan,2015,183 000 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Combi,,,
4560,Mercedes-Benz GLA 200 d 4MATIC Aut.,17900.0,Mercedes-Benz,GLA,2015,130 603 km,Diesel,136 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
4561,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT,57120.0,Toyota,Hilux,2022,10 km,Diesel,204 CP,2 755 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
4562,Ford S-Max 2.0 PFi Trend,4490.0,Ford,S-Max,2007,157 500 km,Benzina,145 CP,1 999 cm3,Fata,,Manuala,Monovolum,,,
4563,BMW Seria 5 520d AT,30000.0,BMW,Seria 5,2017,142 500 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Belgia,,Da
4564,"Skoda Superb 1,9TDI Avantgarde",2300.0,Skoda,Superb,2007,275 000 km,Diesel,130 CP,1 896 cm3,Fata,Euro 3,Manuala,Sedan,Romania,,Da
4565,Volkswagen Golf 1.9 TDI Comfortline,4500.0,Volkswagen,Golf,2006,263 000 km,Diesel,105 CP,1 896 cm3,,,Manuala,Compacta,,,
4566,Mercedes-Benz C 300 Coupe 7G-TRONIC AMG Line,28500.0,Mercedes-Benz,C,2017,110 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,Coupe,,,
4567,Peugeot 508,6300.0,Peugeot,508,2012,160 000 km,Diesel,114 CP,1 560 cm3,Fata,Euro 5,Automata,Masina mica,Franta,,Da
4568,BMW Seria 5 520d Touring Aut.,10150.0,BMW,Seria 5,2011,248 960 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Combi,Olanda,,
4569,Dacia Sandero 0.9 TCe Laureate,8650.0,Dacia,Sandero,2017,75 310 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Compacta,Romania,Da,
